item_id,item_title,item_url,item_type,https_urls,http_urls
f7d86418fa9046e08dd4f4bc8ecc4f59,testfromnb18,https://geosaurus.maps.arcgis.com/home/item.html?id=f7d86418fa9046e08dd4f4bc8ecc4f59,Web Map,"[""https://services.arcgisonline.com/ArcGIS/rest/services/World_Topo_Map/MapServer""]","[""http://wms.chartbundle.com/wms""]"
2eeaaadfa5e94cb59cc6738c1fc173f3,testfromnb19,https://geosaurus.maps.arcgis.com/home/item.html?id=2eeaaadfa5e94cb59cc6738c1fc173f3,Web Map,"[""https://services.arcgisonline.com/ArcGIS/rest/services/World_Topo_Map/MapServer""]","[""http://wms.chartbundle.com/wms""]"
503f91a4a2624ce6b29263f160bb25a3,testfromnb20,https://geosaurus.maps.arcgis.com/home/item.html?id=503f91a4a2624ce6b29263f160bb25a3,Web Map,"[""https://services.arcgisonline.com/ArcGIS/rest/services/World_Topo_Map/MapServer""]","[""http://wms.chartbundle.com/wms""]"
90b86933a65c4bf9a630df504ab66358,testfromnb21,https://geosaurus.maps.arcgis.com/home/item.html?id=90b86933a65c4bf9a630df504ab66358,Web Map,"[""https://services.arcgisonline.com/ArcGIS/rest/services/World_Topo_Map/MapServer""]","[""http://wms.chartbundle.com/wms""]"
5c1a19bd6a2c46449ce49333daabbb8d,testfromnb22,https://geosaurus.maps.arcgis.com/home/item.html?id=5c1a19bd6a2c46449ce49333daabbb8d,Web Map,"[""https://services.arcgisonline.com/ArcGIS/rest/services/World_Topo_Map/MapServer""]","[""http://wms.chartbundle.com/wms""]"
f6d9331a00c948dc9eb7a9f816f88767,testfromnb23,https://geosaurus.maps.arcgis.com/home/item.html?id=f6d9331a00c948dc9eb7a9f816f88767,Web Map,"[""https://services.arcgisonline.com/ArcGIS/rest/services/World_Topo_Map/MapServer""]","[""http://wms.chartbundle.com/wms""]"
08e15079ce504ad0b42bade4b61d02c2,My two WMS layers,https://geosaurus.maps.arcgis.com/home/item.html?id=08e15079ce504ad0b42bade4b61d02c2,Web Map,"[""https://ows.terrestris.de/osm/service"", ""https://services.arcgisonline.com/ArcGIS/rest/services/World_Topo_Map/MapServer""]","[""http://wms.chartbundle.com/wms""]"
ace36ae1673c47279a540c8d528f76d6,My two WMS layers2,https://geosaurus.maps.arcgis.com/home/item.html?id=ace36ae1673c47279a540c8d528f76d6,Web Map,"[""https://ows.terrestris.de/osm/service"", ""https://services.arcgisonline.com/ArcGIS/rest/services/World_Topo_Map/MapServer""]","[""http://wms.chartbundle.com/wms""]"
d31e67d1f59b42aeb969b8e739a039b2,My two WMS layers,https://geosaurus.maps.arcgis.com/home/item.html?id=d31e67d1f59b42aeb969b8e739a039b2,Web Map,"[""https://ows.terrestris.de/osm/service"", ""https://services.arcgisonline.com/ArcGIS/rest/services/World_Topo_Map/MapServer""]","[""http://wms.chartbundle.com/wms""]"
cad616c461ce4b9ba0e91312ae8feabc,WMS Layer from MapView,https://geosaurus.maps.arcgis.com/home/item.html?id=cad616c461ce4b9ba0e91312ae8feabc,Web Map,"[""https://services.arcgisonline.com/ArcGIS/rest/services/World_Topo_Map/MapServer""]","[""http://wms.chartbundle.com/wms""]"
448c48d1424242b7a0b04c87bfc6a0c2,WMS Layer from MapView,https://geosaurus.maps.arcgis.com/home/item.html?id=448c48d1424242b7a0b04c87bfc6a0c2,Web Map,"[""https://services.arcgisonline.com/ArcGIS/rest/services/World_Topo_Map/MapServer""]","[""http://wms.chartbundle.com/wms""]"
97cd2ae2b18a4647ab40096d20dd139e,WMS Layer from MapView,https://geosaurus.maps.arcgis.com/home/item.html?id=97cd2ae2b18a4647ab40096d20dd139e,Web Map,"[""https://services.arcgisonline.com/ArcGIS/rest/services/World_Topo_Map/MapServer""]","[""http://wms.chartbundle.com/wms""]"
db4377cade2243aba30cefb763022786,WMS Layer from MapView,https://geosaurus.maps.arcgis.com/home/item.html?id=db4377cade2243aba30cefb763022786,Web Map,"[""https://services.arcgisonline.com/ArcGIS/rest/services/World_Topo_Map/MapServer""]","[""http://wms.chartbundle.com/wms""]"
585bf504346a4e949e28ae5ba71e3985,WMS Layer from MapView,https://geosaurus.maps.arcgis.com/home/item.html?id=585bf504346a4e949e28ae5ba71e3985,Web Map,"[""https://services.arcgisonline.com/ArcGIS/rest/services/World_Topo_Map/MapServer""]","[""http://wms.chartbundle.com/wms""]"
8f1eaa26f63d4bf1902ab749160e6aa4,WMS Layer from MapView,https://geosaurus.maps.arcgis.com/home/item.html?id=8f1eaa26f63d4bf1902ab749160e6aa4,Web Map,"[""https://services.arcgisonline.com/ArcGIS/rest/services/World_Topo_Map/MapServer""]","[""http://wms.chartbundle.com/wms""]"
c72dcb6ad9504bfe9c91a23e9f2be772,WMS Layer from MapView,https://geosaurus.maps.arcgis.com/home/item.html?id=c72dcb6ad9504bfe9c91a23e9f2be772,Web Map,"[""https://services.arcgisonline.com/ArcGIS/rest/services/World_Topo_Map/MapServer""]","[""http://wms.chartbundle.com/wms""]"
06df6fa15e0247ada1eaeb662d9e8b9b,WMS Layer from MapView,https://geosaurus.maps.arcgis.com/home/item.html?id=06df6fa15e0247ada1eaeb662d9e8b9b,Web Map,"[""https://services.arcgisonline.com/ArcGIS/rest/services/World_Topo_Map/MapServer""]","[""http://wms.chartbundle.com/wms""]"
381fbbab34be42178c6cecb0c6feb85f,WMS Layer from MapView,https://geosaurus.maps.arcgis.com/home/item.html?id=381fbbab34be42178c6cecb0c6feb85f,Web Map,"[""https://services.arcgisonline.com/ArcGIS/rest/services/World_Topo_Map/MapServer""]","[""http://wms.chartbundle.com/wms""]"
1e7891ec56a04e058408793c9f59b3b2,WMS Layer from MapView,https://geosaurus.maps.arcgis.com/home/item.html?id=1e7891ec56a04e058408793c9f59b3b2,Web Map,"[""https://services.arcgisonline.com/ArcGIS/rest/services/World_Topo_Map/MapServer""]","[""http://wms.chartbundle.com/wms""]"
3a586c4eab194ac39ba65e86d1a45e4f,WMS Layer from MapView,https://geosaurus.maps.arcgis.com/home/item.html?id=3a586c4eab194ac39ba65e86d1a45e4f,Web Map,"[""https://services.arcgisonline.com/ArcGIS/rest/services/World_Topo_Map/MapServer""]","[""http://wms.chartbundle.com/wms""]"
c2b55d1a6ad54cd58563c8ce042d21e5,my_new_webmap,https://geosaurus.maps.arcgis.com/home/item.html?id=c2b55d1a6ad54cd58563c8ce042d21e5,Web Map,"[""https://services.arcgisonline.com/ArcGIS/rest/services/World_Topo_Map/MapServer""]","[""http://wms.chartbundle.com/wms""]"
247cdd778ae84e3db211709ae0b0b9e7,wm_with_wmslayer,https://geosaurus.maps.arcgis.com/home/item.html?id=247cdd778ae84e3db211709ae0b0b9e7,Web Map,"[""https://services.arcgisonline.com/ArcGIS/rest/services/World_Topo_Map/MapServer""]","[""http://ows.terrestris.de/osm/service"", ""http://wms.chartbundle.com/wms""]"
28bca916352b464292a8aa5f9bb7d2ff,wm_with_wmslayer,https://geosaurus.maps.arcgis.com/home/item.html?id=28bca916352b464292a8aa5f9bb7d2ff,Web Map,"[""https://services.arcgisonline.com/ArcGIS/rest/services/World_Topo_Map/MapServer""]","[""http://ows.terrestris.de/osm/service""]"
